policy_id,customer_id,policy_type,premium,coverage_amount,deductible,policy_start_date,policy_end_date,policy_status,first_name,last_name,age,gender,marital_status,region,income,credit_score,employment_status,engagement_score,mobile_app_logins,response_time_minutes,risk_zone,past_claim_count,past_claim_amount_total,max_severity,last_claim_date,days_since_last_claim,driving_score,bmi,smoker_flag,property_risk_index,raw_text,sentiment_score,will_file_claim
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,111444.79874076274,682,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,69.62173712794316,24.205621478578458,0,2,Car vandalized overnight,0.024226017273900766,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,75988.03262737178,650,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,74.14598293009978,28.451773629396204,0,2,Windshield cracked by falling debris,-0.07672400657026485,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,142935.96851073974,814,Employed,88,25,20,1,0,0.0,1.0,,9999.0,95.11390254312711,15.520318532053214,0,1,Minor accident but resolved quickly,0.1836047738621282,1
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,92506.46427013194,718,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,66.13993456905025,16.650493004921803,0,2,Water leak caused interior damage,-0.041367449982017634,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,70949.52771634787,626,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,68.6466246308835,23.626274824554166,0,5,Severe collision with significant damage,0.31645140606391936,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,109559.5130888733,774,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,91.49207922137778,20.923013277993455,0,2,Car vandalized overnight,-0.01917305228788267,0
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,57582.34208747315,590,Student,55,8,200,3,0,0.0,1.0,,9999.0,80.63890361470538,28.885483995571644,0,4,Water leak caused interior damage,-0.02016838366732447,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,79147.17149237935,740,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,68.02797545370169,21.551855546872734,0,4,Severe collision with significant damage,0.3497475674409855,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,110638.13362292289,715,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,80.80423221229758,18.526177791988253,1,4,"Small scratch, almost no damage",-0.1863162876047653,0
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,86806.06376807588,745,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,75.06123582394581,24.21949384312523,0,4,Theft incident reported in neighborhood,0.10059129982213133,0
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,122575.21040681728,701,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,74.84269775376838,24.205621478578458,0,2,Car vandalized overnight,-0.06845682686747323,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,70735.8465498978,642,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,76.70464824056326,28.451773629396204,0,2,Windshield cracked by falling debris,-0.03444161971622952,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,134421.90365858437,761,Employed,88,25,20,1,0,0.0,1.0,,9999.0,89.62335447241945,15.520318532053214,0,1,Minor accident but resolved quickly,0.1488040834689145,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,92672.40380702684,689,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,65.63944676890303,16.650493004921803,0,2,Water leak caused interior damage,-0.019435824546861376,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,74243.16936201729,598,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,64.49646242600667,23.626274824554166,0,5,Severe collision with significant damage,0.39496993746392584,1
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,102317.21374748889,780,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,93.12731814125216,20.923013277993455,0,2,Car vandalized overnight,0.04579926779728975,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,61989.1671113231,609,Student,55,8,200,3,0,0.0,1.0,,9999.0,91.69680433953909,28.885483995571644,0,4,Water leak caused interior damage,0.03746829711350206,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,83051.38916319248,743,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,62.91926781549931,21.551855546872734,0,4,Severe collision with significant damage,0.4054866783924916,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,112551.86679608386,711,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,81.3720068217439,18.526177791988253,1,4,"Small scratch, almost no damage",-0.16704522395401383,0
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,83230.2705003548,721,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,74.65692458533402,24.21949384312523,0,4,Theft incident reported in neighborhood,-0.07944736414580549,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,121834.84068623606,692,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,68.29888847852176,24.205621478578458,0,2,Car vandalized overnight,0.07400543959773077,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,70613.59895165954,644,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,84.802597546135,28.451773629396204,0,2,Windshield cracked by falling debris,-0.020649581704487188,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,129835.50244420518,775,Employed,88,25,20,1,0,0.0,1.0,,9999.0,83.98221713659508,15.520318532053214,0,1,Minor accident but resolved quickly,0.18092292770044802,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,88903.82257107589,720,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,61.83752322882747,16.650493004921803,0,2,Water leak caused interior damage,-0.05148331141397218,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,77432.45556487334,638,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,66.84156192155724,23.626274824554166,0,5,Severe collision with significant damage,0.3295751804053361,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,106837.1699789185,766,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,91.6051778978394,20.923013277993455,0,2,Car vandalized overnight,0.033105864574101376,0
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,63299.60074451494,610,Student,55,8,200,3,0,0.0,1.0,,9999.0,81.06388303655844,28.885483995571644,0,4,Water leak caused interior damage,-0.09643650113749229,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,87089.51194791039,743,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,65.80902407155257,21.551855546872734,0,4,Severe collision with significant damage,0.42447210391441564,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,108406.5064392922,680,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,76.64724844907789,18.526177791988253,1,4,"Small scratch, almost no damage",-0.1870018248829206,0
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,86000.76196899057,720,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,79.10672994407047,24.21949384312523,0,4,Theft incident reported in neighborhood,0.008889242691448007,0
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,123222.94119810447,693,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,56.68613861776589,24.205621478578458,0,2,Car vandalized overnight,0.007088051778927861,1
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,58694.593146000894,667,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,74.76904123685735,28.451773629396204,0,2,Windshield cracked by falling debris,-0.04168180724542261,0
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,141043.2128724581,777,Employed,88,25,20,1,0,0.0,1.0,,9999.0,87.90190863976251,15.520318532053214,0,1,Minor accident but resolved quickly,0.1753891367868501,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,82556.36047658141,700,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,70.00829869973,16.650493004921803,0,2,Water leak caused interior damage,0.0173832623203713,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,78987.76027311361,633,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,73.1494170768841,23.626274824554166,0,5,Severe collision with significant damage,0.32892473019880886,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,102747.32716217058,785,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,85.41015495342015,20.923013277993455,0,2,Car vandalized overnight,-0.0195739975044096,0
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,50641.627989940454,640,Student,55,8,200,3,0,0.0,1.0,,9999.0,85.03753125198118,28.885483995571644,0,4,Water leak caused interior damage,-0.007966771234790174,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,70843.75497226801,711,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,62.556060691975134,21.551855546872734,0,4,Severe collision with significant damage,0.3553598901740406,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,115729.92766981003,674,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,75.99108139110884,18.526177791988253,1,4,"Small scratch, almost no damage",-0.31814557066749877,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,89858.88823874619,718,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,78.28629991132524,24.21949384312523,0,4,Theft incident reported in neighborhood,0.03495101542919477,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,116476.54542204695,691,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,67.52788406871869,24.205621478578458,0,2,Car vandalized overnight,-0.012175522795094734,1
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,64472.48441982374,661,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,82.21273288387358,28.451773629396204,0,2,Windshield cracked by falling debris,0.0007682387946654706,0
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,137050.41988950488,767,Employed,88,25,20,1,0,0.0,1.0,,9999.0,86.65794169644373,15.520318532053214,0,1,Minor accident but resolved quickly,0.11275333729679533,1
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,89949.02339804653,695,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,65.63201953819862,16.650493004921803,0,2,Water leak caused interior damage,0.023763573698599494,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,79217.58086339646,642,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,71.39827633344717,23.626274824554166,0,5,Severe collision with significant damage,0.3849348092190702,1
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,101918.32369773235,767,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,85.89805623301807,20.923013277993455,0,2,Car vandalized overnight,0.060639219456520926,0
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,66332.12317582614,623,Student,55,8,200,3,0,0.0,1.0,,9999.0,80.20493313110155,28.885483995571644,0,4,Water leak caused interior damage,0.02402993564694922,0
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,83880.31111165491,737,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,57.72437669800529,21.551855546872734,0,4,Severe collision with significant damage,0.36486577990814445,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,112883.09219656231,698,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,83.78927793127635,18.526177791988253,1,4,"Small scratch, almost no damage",-0.286985840875128,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,83591.50111878531,719,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,80.78677758108189,24.21949384312523,0,4,Theft incident reported in neighborhood,0.043297634195832255,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,118298.71506335262,725,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,79.3412571842688,24.205621478578458,0,2,Car vandalized overnight,-0.01412880493932289,1
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,67792.96406117879,638,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,83.12571738299386,28.451773629396204,0,2,Windshield cracked by falling debris,-0.008585878329811038,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,142363.77227974884,789,Employed,88,25,20,1,0,0.0,1.0,,9999.0,83.75775735849437,15.520318532053214,0,1,Minor accident but resolved quickly,0.13306808635203293,1
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,88374.90108244086,691,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,69.86475894396233,16.650493004921803,0,2,Water leak caused interior damage,-0.02008038553285647,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,76042.11594829606,624,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,63.51832146772262,23.626274824554166,0,5,Severe collision with significant damage,0.36727305028850654,1
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,91020.78836917077,761,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,95.2627038143011,20.923013277993455,0,2,Car vandalized overnight,0.09631037813662889,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,62703.23492017632,634,Student,55,8,200,3,0,0.0,1.0,,9999.0,74.80465559792462,28.885483995571644,0,4,Water leak caused interior damage,-0.05239110270638461,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,89028.79312437256,733,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,59.76968783182139,21.551855546872734,0,4,Severe collision with significant damage,0.33427478946191946,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,106265.4475629483,682,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,70.07147470824484,18.526177791988253,1,4,"Small scratch, almost no damage",-0.1807837790922875,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,97697.76854850704,725,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,74.00705055108278,24.21949384312523,0,4,Theft incident reported in neighborhood,-0.018740219224753586,0
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,120728.96241862662,690,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,65.5829170868115,24.205621478578458,0,2,Car vandalized overnight,-0.022531064203744754,1
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,57708.275034462626,643,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,72.72566603385125,28.451773629396204,0,2,Windshield cracked by falling debris,0.051743192838671695,0
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,133457.84704012834,760,Employed,88,25,20,1,0,0.0,1.0,,9999.0,96.2355946938704,15.520318532053214,0,1,Minor accident but resolved quickly,0.0706568858025791,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,95321.75425307633,731,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,69.30968228886654,16.650493004921803,0,2,Water leak caused interior damage,0.041072721462670284,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,82997.26882499922,643,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,68.83929467603669,23.626274824554166,0,5,Severe collision with significant damage,0.37728082146607717,1
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,102872.39419300674,802,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,95.3072114630804,20.923013277993455,0,2,Car vandalized overnight,0.02324010654159887,0
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,66270.37768351586,624,Student,55,8,200,3,0,0.0,1.0,,9999.0,80.23424791800664,28.885483995571644,0,4,Water leak caused interior damage,0.02230154776260629,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,75288.85783403058,738,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,61.37158656276002,21.551855546872734,0,4,Severe collision with significant damage,0.3436008706758681,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,107278.95365122436,684,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,69.70988155296095,18.526177791988253,1,4,"Small scratch, almost no damage",-0.19744081099250468,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,78282.16287199284,704,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,72.74034026676118,24.21949384312523,0,4,Theft incident reported in neighborhood,-0.027506885573903458,0
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,117579.74769603238,687,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,74.36249078797964,24.205621478578458,0,2,Car vandalized overnight,0.020442450949937085,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,71047.67594574267,634,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,72.75091799446368,28.451773629396204,0,2,Windshield cracked by falling debris,0.06188622427645682,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,135850.62304953206,789,Employed,88,25,20,1,0,0.0,1.0,,9999.0,89.68886722888782,15.520318532053214,0,1,Minor accident but resolved quickly,0.21061175165899015,1
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,93471.39614665273,734,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,71.32586007566219,16.650493004921803,0,2,Water leak caused interior damage,-0.01335631679703462,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,71253.94393001305,637,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,68.33173587838284,23.626274824554166,0,5,Severe collision with significant damage,0.39815676371205055,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,96497.89989275254,784,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,90.54648710125103,20.923013277993455,0,2,Car vandalized overnight,-0.01797443951018098,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,60818.440838099654,600,Student,55,8,200,3,0,0.0,1.0,,9999.0,81.83163240132862,28.885483995571644,0,4,Water leak caused interior damage,0.1251898113634387,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,77589.40877877874,726,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,65.88343085607119,21.551855546872734,0,4,Severe collision with significant damage,0.4140063002936909,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,115207.39667264037,678,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,82.9470172129247,18.526177791988253,1,4,"Small scratch, almost no damage",-0.24579707820815322,0
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,82490.3244624901,689,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,71.79940292322435,24.21949384312523,0,4,Theft incident reported in neighborhood,0.01562810867288713,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,118018.44302827501,690,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,69.30252789330093,24.205621478578458,0,2,Car vandalized overnight,0.020355270772303376,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,69675.35765547394,651,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,70.49930072121973,28.451773629396204,0,2,Windshield cracked by falling debris,0.021837177039174108,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,133442.84723309003,795,Employed,88,25,20,1,0,0.0,1.0,,9999.0,79.98137352815016,15.520318532053214,0,1,Minor accident but resolved quickly,0.1296667557843388,1
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,85060.22242585034,721,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,66.86347537991203,16.650493004921803,0,2,Water leak caused interior damage,-0.019716364961758746,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,70602.57670067165,652,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,69.36387479238887,23.626274824554166,0,5,Severe collision with significant damage,0.36740733191367536,1
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,102151.06383362782,756,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,95.47322489503897,20.923013277993455,0,2,Car vandalized overnight,-0.05698458525236038,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,54565.153941751756,616,Student,55,8,200,3,0,0.0,1.0,,9999.0,88.88838368187676,28.885483995571644,0,4,Water leak caused interior damage,0.035913720348723005,0
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,85588.65771019524,753,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,69.6457500514425,21.551855546872734,0,4,Severe collision with significant damage,0.3349147478675514,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,107238.402862793,695,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,79.4193835006237,18.526177791988253,1,4,"Small scratch, almost no damage",-0.30299750394923586,0
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,87464.86326787225,747,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,76.60042925923005,24.21949384312523,0,4,Theft incident reported in neighborhood,-0.0007177233282074384,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,117478.34950388146,720,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,62.215916133212275,24.205621478578458,0,2,Car vandalized overnight,-0.006506131484494336,1
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,64339.03448001454,646,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,77.18811603424112,28.451773629396204,0,2,Windshield cracked by falling debris,0.012481723789449426,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,135984.41472916072,770,Employed,88,25,20,1,0,0.0,1.0,,9999.0,93.4378652819292,15.520318532053214,0,1,Minor accident but resolved quickly,0.11325639819684619,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,94207.1338680636,699,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,70.78328692743213,16.650493004921803,0,2,Water leak caused interior damage,-0.019627127911548678,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,74010.52899655959,618,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,62.045019929878045,23.626274824554166,0,5,Severe collision with significant damage,0.40960597525442455,1
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,99738.09058497017,763,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,91.40665637512262,20.923013277993455,0,2,Car vandalized overnight,0.03156086002475969,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,63229.6694443312,628,Student,55,8,200,3,0,0.0,1.0,,9999.0,81.3227879973058,28.885483995571644,0,4,Water leak caused interior damage,0.029476252308833908,0
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,83362.10900100623,697,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,65.76586784923953,21.551855546872734,0,4,Severe collision with significant damage,0.3766983806175741,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,109846.03311992103,675,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,76.39929830152224,18.526177791988253,1,4,"Small scratch, almost no damage",-0.24155386883338625,0
